,JobTitle,Require
6523,FULLSTACK,"JAVASCRIPT, CSS, NODEJS, MONGODB, FULL-STACK, HTML, REACTJS"
6524,FRONTEND,"CSS,REACTJS,VITE,GIT,NPM"
6525,FULLSTACK," REACTJS,  NODEJS, TYPESCRIPT"
6526,TESTER," SQL,  TESTER, DATA ANALYST"
6527,PRODUCT MANAGER," PRODUCT MANAGER,  AGILE, SCRUM,  BUSINESS ANALYST"
6528,FULLSTACK,"REACTJS, MYSQL, JAVA"
6529,DEVOPS,"JAVA,POWERSHELL"
6530,SOFTWARE ARCHITECT,"C++, SOFTWARE ARCHITECT, PYTHON"
6531,GAME,"PYTHON,HTML5,DART"
6532,PYTHON,"PYTHON,HTML5,ERP"
6533,DATA,"SCALA, PYTHON, DATABASE"
6534,MOBILE,"C++,JAVA"
6535,BACKEND,"KAFKA,SOAP,CI/CD,RUST,DOCKER,GOLANG"
6536,TESTER," QC,  JAVASCRIPT, QA,  MANUAL TESTER,  AUTOMATION TESTER,  TESTER"
6537,FRONTEND,"FRONT-END, JAVASCRIPT, WEB APPLICATION, ANGULAR"
6538,DATA,"MYSQL, DATA ANALYST, SQL"
6539,SYSTEM ADMIN,"SYSTEM, NETWORKING, SYSTEM ADMIN"
6540,FRONTEND,"NEXTJS,NPM,GRAPHQL,GITHUB"
6541,BACKEND,"NODEJS,SQL,MYSQL"
6542,.NET,".NET CLI,MICRO-SERVICES,ASP.NET,AZURE,GIT"
6543,FRONTEND," ANGULAR,  JAVASCRIPT, VUEJS"
6544,GAME,"C#,LUA,JAVASCRIPT"
6545,TESTER,"JAVA,JAVASCRIPT,KOTLIN"
6546,FULLSTACK,"NODEJS,TAILWIND,REACTJS,GITHUB,AWS,RESTFUL APIS"
6547,FULLSTACK,"REDIS,GITHUB,LINUX,POSTGRESQL"
6548,SYSTEM," NETWORKING,  SYSTEM, ORACLE"
6549,PRODUCT MANAGER,"AGILE, ENGLISH, PRODUCT MANAGER"
6550,FULLSTACK,"REACTJS, SPRING, JAVA"
6551,TESTER,"JAVA,JAVASCRIPT,C#,RUBY,PHP,PYTHON"
6552,GAME,"DART,JAVA,LUA,HTML5,C#"
6553,DEVOPS,"JAVASCRIPT,PERL,BASH,PUPPET,POWERSHELL,C"
6554,DEVOPS,"POWERSHELL,GOLANG,RUBY,C"
6555,FULLSTACK,"JAVASCRIPT,NODEJS,REACTJS"
6556,PRODUCT MANAGER,"DATABASE, ENGLISH, PRODUCT MANAGER"
6557,BACKEND,"KUBERNETES,GIT,GOLANG,CI/CD"
6558,C++,"C++,C LANGUAGE,OOP"
6559,.NET,"WINFORM, .NET, C#"
6560,FULLSTACK," LARAVEL,  CSS, HTML,  REACTJS,  WEB"
6561,FULLSTACK,"NODEJS,REACTJS,JAVASCRIPT"
6562,SOFTWARE,"PHP,AWS,LARAVEL"
6563,DATA,"KAFKA,POSTGRESQL,POWER BI"
6564,DATA," DATABASE,  PYTHON, AWS"
6565,CLOUD,"CLOUD,LINUX,OPENSTACK"
6566,FULLSTACK,"FULL-STACK, NODEJS, REACTJS, ANGULAR, VUEJS"
6567,CLOUD,"CLOUD, AWS, SOLUTION ARCHITECT"
6568,SOFTWARE,"PYTHON, C#, JAVA"
6569,FRONTEND,"HTML5,CSS,REACTJS"
6570,BACKEND,"DOCKER,SQL,GIT,KAFKA,CI/CD,APACHE"
6571,GAME,"JAPANESE, GAMES, UNITY"
6572,UI/UX DESIGNER,"HTML,PHOTOSHOP,ADOBE XD,JAVASCRIPT,SKETCH"
6573,DEVOPS,"C,PHP,GOLANG,PERL,PUPPET,RUBY"
6574,FRONTEND,"VUEJS, REACTJS, FRONT-END, ANGULAR"
6575,.NET,"ASP.NET, C#, HTML5"
6576,MOBILE,"JAVA,PYTHON,SWIFT"
6577,DATA ANALYST,"SQL,GITHUB,PYTHON,JAVASCRIPT,R"
6578,FULLSTACK," JAVA,  JAVASCRIPT, REACTJS"
6579,SOFTWARE ARCHITECT,"CLOUD,ANSIBLE,SYSTEM"
6580,JAVA,"KOTLIN,HTML,CSS,APACHE,SQL,GROOVY"
6581,DEVOPS," DEVOPS,  PYTHON, LINUX"
6582,MOBILE,"IOS, SWIFT, OBJECTIVE-C, UIKIT, XCODE"
6583,PHP,"CSS,PHP"
6584,FULLSTACK,"GIT,AWS,GITHUB,REDIS,MONIT"
6585,SOFTWARE,"JAVASCRIPT, JAVA, FULL-STACK, JAVA SPRING BOOT, ANGULAR"
6586,BACKEND,"NODEJS,TYPESCRIPT,SQL"
6587,DEVOPS,"SQL,BASH,PHP,RUBY"
6588,TESTER,"QA QC, TESTER, AUTOMATION TEST"
6589,TESTER,"TESTER, QA QC, JAVA"
6590,TESTER,"KOTLIN,JAVASCRIPT,JAVA,C#,PHP,RUBY"
6591,PHP,"AJAX,MYSQL,PHP,JAVASCRIPT,JQUERY,SQL"
6592,BACKEND,"NODEJS,MONGODB,BACK-END,NEXTJS,GRAPHQL"
6593,CLOUD,"AZURE,CLOUD,DEVOPS"
6594,SOFTWARE,"PYTHON,R"
6595,DATA ANALYST,"JAVASCRIPT,SCALA,C/C++,R,POWER BI"
6596,TESTER,"C#,KOTLIN,PYTHON,RUBY"
6597,MOBILE," IOS,  SWIFT, ANDROID,  JAVA,  MOBILE"
6598,MOBILE,"DART,C#"
6599,SYSTEM," LINUX,  SYSTEM, SYSTEM ADMIN"
6600,PHP," CAKEPHP,  PHP, MYSQL,  LARAVEL,  MONGODB,  ZEND,  RESTFUL API,  CODEIGNITER"
6601,BUSINESS ANALYST,"BUSINESS ANALYST,SQL,TESTER, ACCEPTED"
6602,DATA ANALYST,"SCALA,JAVASCRIPT,JAVA,GITHUB,SAS"
6603,JAVA,"GROOVY,SQL,CSS,KOTLIN,JAVA"
6604,DATA ANALYST,"JAVASCRIPT,PYTHON,JULIA,JAVA,MATLAB"
6605,DATA ANALYST,"R,C/C++,POWER BI"
6606,FULLSTACK,"REACTJS,MONIT,NODEJS,TAILWIND"
6607,FULLSTACK,"NODEJS, REACTJS, JAVA"
6608,SYSTEM," SYSTEM,  NETWORKING, PROJECT MANAGER"
6609,SOFTWARE,"MYSQL, .NET"
6611,SOFTWARE,"SQL, .NET, C#"
6612,PHP,"HTML,MYSQL,MVC,JAVASCRIPT,SQL"
6613,BACKEND," JAVA, RUBY"
6614,DATABASE ADMINISTRATOR,"DATABASE,SQL,DATA ANALYST"
6615,ERP CONSULTANT,"LINUX, ENGLISH, ERP"
6616,.NET,"ENGLISH, .NET, JAVASCRIPT"
6617,FULLSTACK,"NODEJS,JAVASCRIPT,VUEJS"
6618,SYSTEM ADMIN,"SYSTEM ADMIN, SYSTEM, IT SUPPORT"
6619,DATA,"DATABASE, CLOUD, AWS"
6620,QC,"PERFORMANCE TESTING, QC, MANUAL TEST, MOBILE TESTER, WEB TESTER, MANUAL TESTER"
6621,FULLSTACK," PYTHON,  PHP, DJANGO"
6622,UI/UX DESIGNER,"UX/UI DESIGN,UX DESIGN"
6623,UI/UX DESIGNER,"UI-UX,IOS,ANDROID"
6624,TESTER," SQL,  TESTER, QA QC"
6625,C#," SQL,  C#, .NET"
6626,FULLSTACK," VUEJS,  PHP, AGILE"
6627,TESTER,"TESTER,SQL,QA QC"
6628,DEVOPS,"DEVOPS,AWS,SQL"
6629,JAVA," C#, JAVASCRIPT"
6630,.NET,"DOCKER,AZURE,REST,REDIS,CI/CD,GITHUB"
6631,DEVOPS,"BASH,JAVA,PYTHON,PHP,JAVASCRIPT"
6632,.NET,"JAVASCRIPT, .NET, HTML5"
6633,JAVA," AWS,  JAVA, SPRING"
6634,.NET,"ASP.NET,.NET,C#, ACCEPTED"
6635,BUSINESS ANALYST,"MANAGER, BUSINESS ANALYST, PRODUCT MANAGER"
6636,.NET," JAVASCRIPT,  .NET, ENGLISH"
6637,TESTER,"AUTOMATION TEST,ENGLISH,QA QC"
6638,RUBY,"RUBY, RUBY ON RAILS"
6639,JAVA,"JAVA,SPRING,AWS"
6640,BACKEND,"GIT,CI/CD,PHP,RUST"
6641,FULLSTACK,"LARAVEL, HTML, CSS, WEB, REACTJS"
6642,BACKEND,"RUST,APACHE,KAFKA,GOLANG,DOCKER,GIT"
6643,FULLSTACK,"LINUX, PHP, SYMFONY, VUEJS, DOCKER"
6644,TESTER," C++,  TESTER, EMBEDDED"
6645,FRONTEND,"GRAPHQL,NEXTJS,GITHUB,VITE,TYPESCRIPT"
6646,DATA,"GOLANG, DATABASE, .NET"
6647,SYSTEM,".NET, SQL, C#, CRM, SYSTEM, CRM SYSTEM"
6648,.NET,"JAVASCRIPT, .NET, C#"
6649,FRONTEND,"GIT,VITE,CSS,ANGULAR,NPM"
6650,PHP," LARAVEL,  PHP, AGILE"
6651,FULLSTACK," NODEJS,  REACTJS, JAVASCRIPT"
6652,SOFTWARE,"PYTHON,C++,SQL"
6653,PHP,"MVC,AJAX,CSS"
6654,DATA,"MONGODB,TABLEAU,POSTGRESQL,SNOWFLAKE,PYTHON,KAFKA"
6655,BLOCKCHAIN,"GOLANG, BLOCKCHAIN"
6656,BUSINESS ANALYST,"SQL, BUSINESS ANALYST"
6657,JAVA,"MAVEN,CSS,HTML,JAVASCRIPT"
6658,QC,"MANUAL TEST, PERFORMANCE TESTING, QC, MOBILE TESTER, MANUAL TESTER, WEB TESTER"
6659,SOFTWARE," LINUX,  NETWORKING, C++"
6660,FRONTEND,"NODEJS,PHP,HTML5"
6661,FRONTEND,"JAVASCRIPT,HTML & CSS,CI/CD,NEXTJS,REACT/TYPESCRIPT"
6662,SOFTWARE,"GOLANG,SQL,PYTHON"
6663,DATA,"JAVA,PYTHON,SPARK,MONGODB"
6664,DATA ANALYST,"DATA ANALYST, PYTHON, DATABASE"
6665,BUSINESS ANALYST,"JAVASCRIPT,EXCEL,POWER BI"
6666,SOFTWARE,"PHP,JSON,JAVASCRIPT"
6667,GAME,"DART,LUA,JAVASCRIPT,PYTHON"
6668,SOFTWARE,"EMBEDDED, C++, LINUX"
6669,GAME,"HTML5,C++,C,JAVA,PYTHON"
6670,BACKEND,"GOLANG,MYSQL,.NET"
6671,MOBILE,"RUST,JAVA,JAVASCRIPT,REACT NATIVE,SWIFT"
6672,DATA ANALYST,"NOSQL, SYSTEM ADMIN, JAVA, BUSINESS ANALYST, REACT NATIVE, DATA ANALYST"
6673,FRONTEND,"GIT,VUEJS,GRAPHQL,NEXTJS"
6674,SYSTEM,"AWS, LINUX, NETWORK, POSTGRESQL, SYSTEM"
6675,FRONTEND,"CSS,NPM,REACTJS,TYPESCRIPT,VUEJS"
6676,DATABASE ADMINISTRATOR," DATABASE,  LINUX, ORACLE"
6677,BUSINESS ANALYST,"PRODUCT MANAGER, SYSTEM, BUSINESS ANALYST"
6678,TESTER,"JAVA,PYTHON,PHP,C#"
6679,FULLSTACK," REACTJS,  .NET, VUEJS"
6680,TESTER,"JAVA, TESTER, QA QC"
6681,.NET,"SQL,GIT,ASP.NET,DOCKER"
6682,FULLSTACK,"REDIS,AWS,NODEJS,GITHUB,LINUX"
6683,PHP,"PHP,MYSQL,LARAVEL"
6685,SOLUTION ARCHITECT,"SOLUTION ARCHITECT, AWS, JAVA"
6686,C++,"C++,DEVOPS,OOP"
6687,SOFTWARE," .NET,  C#, SQL,  SOFTWARE"
6688,TESTER,"TESTER,ENGLISH,QA QC"
6689,JAVA,"JAVA,ENGLISH,ALGORITHM"
6690,PHP,"SQL,PHP,JQUERY"
6691,TESTER,"RUBY,PYTHON,JAVA,KOTLIN"
6692,DATA,"PYTHON,MONGODB,SNOWFLAKE,GOLANG,APACHE"
6693,FRONTEND,"CSS, WORDPRESS, HTML5"
6694,BACKEND,"JAVA, OOP, PHP, PYTHON, SQL, NODEJS, BACK-END"
6695,GAME," C#,  UNITY, GAMES"
6696,JAVA,"SPRING, JAVA, AGILE"
6697,FRONTEND," REACTJS, JAVASCRIPT"
6698,DATA,"TABLEAU,SNOWFLAKE,GOLANG,APACHE"
6699,BACKEND,"JAVA,SQL,.NET"
6700,GAME," UNITY,  C++, GAMES"
6701,SOFTWARE,"SQL, AWS, PHP"
6702,JAVA,"AWS, SPRING, JAVA"
6703,FULLSTACK,"ASP.NET,JAVASCRIPT,C#,MVC,SQL"
6704,.NET,"AZURE,CI/CD,GITLAB,.NET CLI,REST"
6705,SOFTWARE,"PYTHON,OBJECTIVE C"
6706,JAVA,"JAVA EE, JAVA, API, ENGLISH SKILLS, SPRING BOOT"
6707,TESTER,"KOTLIN,PYTHON,PHP,JAVASCRIPT,C#,JAVA"
6708,BACKEND,"BACK-END, GOLANG, JAVA, SYSTEM ARCHITECT, SOFTWARE ARCHITECT"
6709,FRONTEND,"TEAM LEADER, JAVASCRIPT, REACTJS"
6710,SYSTEM,"SYSTEM, SYSTEM ADMIN, NETWORKING"
6711,BACKEND,"NODEJS,PHP,JAVASCRIPT"
6712,MOBILE,"REACT NATIVE,JAVASCRIPT"
6713,PHP,"JAVASCRIPT,AJAX,JQUERY,MVC,LINUX"
6714,SOFTWARE,"PRODUCT MANAGER,JAPANESE - N3,JAPANESE - N2,BRSE"
6715,GAME,"HTML5,C++,DART,JAVA"
6716,BUSINESS ANALYST,"VBA,TABLEAU,SAS,EXCEL"
6717,.NET,"GIT,GITLAB,REST"
6718,BACKEND,"PHP,NODEJS,LARAVEL"
6719,BACKEND,"SPRING, OOP, JAVA"
6720,UI/UX DESIGNER,"ADOBE XD,FIGMA,CSS,XML,JAVASCRIPT"
6721,PHP," MYSQL,  PHP, WORDPRESS"
6722,BACKEND," MYSQL,  PHP, POSTGRESQL"
6723,MOBILE,"JAVA,SCALA,JAVASCRIPT,DART,REACT NATIVE,KOTLIN"
6724,GAME,"UNITY,GAMES,JAPANESE"
6725,SOFTWARE," BRIDGE,  PROJECT MANAGER, JAPANESE"
6726,PROJECT MANAGER,"PROJECT MANAGER,BUSINESS ANALYST,ENGLISH"
6727,.NET,".NET,C#"
6728,MOBILE,"SWIFT,REACT NATIVE,KOTLIN"
6729,FRONTEND,"GIT,ANGULAR,JAVASCRIPT,VUEJS,NPM"
6730,SOFTWARE,"C++,EMBEDDED,LINUX"
6732,FULLSTACK,"REACTJS, TYPESCRIPT, NODEJS"
6733,DEVOPS,"JAVASCRIPT,SQL,PUPPET,PERL,PYTHON"
6734,BUSINESS ANALYST,"PL/SQL, BUSINESS ANALYST, CRM (SAP"
6735,GAME,"JAVA,LUA,HTML5,C,JAVASCRIPT"
6736,DEVOPS," AWS,  DEVOPS, LINUX"
6737,FULLSTACK,"MONIT,POSTGRESQL,REACTJS"
6738,DATA,"PYTHON, C++, MACHINE LEARNING, PYTORCH, TENSORFLOW"
6739,DATA ANALYST,"GITHUB,JAVA,JAVASCRIPT,R,SQL,C/C++"
6740,BACKEND,"PYTHON,DOCKER,RUST,GIT,NOSQL"
6741,JAVA,"JAVA,HTML,APACHE,SCALA,JSON,MAVEN"
6742,DATA,"JAVA, DATABASE, SQL"
6743,FULLSTACK,"FULL-STACK, NODEJS, REACTJS"
6744,GAME,"DART,C#,LUA,GOLANG,C++,JAVA"
6745,FULLSTACK,"JAVA, SQL, PHP"
6746,.NET,"GITLAB,REST,C#,DOCKER"
6747,BACKEND,"PHP, NODEJS, JAVASCRIPT"
6748,BACKEND,"PHP,SOAP"
6749,FULLSTACK,"NODEJS, OOP, ANGULAR, TYPESCRIPT"
6750,BACKEND,"NOSQL,SQL,APACHE,SOAP"
6751,BACKEND," JAVA,  JAVASCRIPT, NODEJS"
6752,UI/UX DESIGNER,"HTML,ADOBE XD,JAVASCRIPT"
6753,JAVA,"JAVA,SQL,HTML,JAVASCRIPT,JSON,MAVEN"
6754,SOFTWARE,"JAPANESE - N2,BRSE"
6755,MOBILE,"ANDROID, SWIFT, IOS, MOBILE, KOTLIN, JAVA, FLUTTER, DART"
6756,TESTER," TESTER,  QA QC, SQL"
6757,BACKEND,"NODEJS, PYTHON, DJANGO"
6758,DATA SCIENTIST,"DATABASE, DATA ANALYST, PYTHON"
6759,PHP,"AJAX,MYSQL,MVC,HTML,LINUX,PHP"
6760,DEVOPS,"AZURE, DEVOPS, CI/CD, KUBERNETES"
6761,MOBILE,"JAVA,KOTLIN,SWIFT,C++,PYTHON"
6762,FULLSTACK,"PHP,JAVASCRIPT,WORDPRESS,VUEJS"
6763,UI/UX DESIGNER,"SKETCH,JAVASCRIPT,ADOBE XD,HTML,FIGMA"
6764,MOBILE,"ANDROID,REACT NATIVE,IOS"
6765,BACKEND,"DOCKER,APACHE,NOSQL,PHP,GIT"
6766,TESTER,"JAVA,RUBY"
6767,TESTER,"AUTOMATION TEST,TESTER,ENGLISH"
6768,FULLSTACK,"LINUX,MONIT,GIT"
6769,PROJECT MANAGER,"CORE BANKING, PROJECT MANAGER, DATA WAREHOUSE"
6770,GAME," UNITY,  GAMES, C#"
6771,PHP,"SQL,HTML,LINUX,JQUERY"
6772,JAVA,"JSON,SQL,SCALA,CSS,APACHE"
6773,FULLSTACK," JAVASCRIPT,  JAVA, AWS"
6774,UI/UX DESIGNER,"UI-UX,CSS,DESIGNER, ACCEPTED"
6775,BACKEND,"SPRING, JAVA, J2EE"
6776,JAVA,"MAVEN,JAVASCRIPT,JAVA,HTML"
6777,DATA,"KAFKA,SNOWFLAKE"
6778,DEVOPS,"SQL,PYTHON,JAVA"
6779,GAME,"UNITY3D, C#"
6780,DATA ANALYST,"GITHUB,SQL,MATLAB,R,JAVASCRIPT"
6781,JAVA,"JAVA,SPRING"
6782,NETWORK," NETWORK,  CISCO, CCNA,  LAN,  CCNP"
6783,.NET,"JAVASCRIPT, .NET, MYSQL"
6784,QC,"APPIUM, QC, PYTHON"
6785,DATABASE ADMINISTRATOR,"JAVA,PYTHON,.NET,BIG DATA,QA/QC,DATABASE ADMINISTRATOR,NETWORK,IT SECURITY,DATA ARCHITECTURE"
6786,SOFTWARE," C++, PYTHON"
6787,JAVA,"APACHE,SQL,HTML,CSS,JAVASCRIPT"
6788,DATA ANALYST,"GITHUB,JAVASCRIPT,R,JULIA,SAS,POWER BI"
6789,DEVOPS,"DEVOPS, RUBY, TYPESCRIPT"
6790,SOFTWARE,"C#, ASP.NET, .NET"
6791,FRONTEND," FRONT-END,  OOP, JAVASCRIPT,  ANGULAR,  VUEJS,  REACTJS,  TYPESCRIPT"
6792,BACKEND,"ENGLISH, JAVASCRIPT, NODEJS"
6793,SECURITY,"HTML, JAVASCRIPT, MOBILE"
6794,SOFTWARE,"C LANGUAGE, EMBEDDED, C++"
6795,PRODUCT MANAGER,"UI-UX, PRODUCT MANAGER, ENGLISH"
6796,SYSTEM,"ORACLE,SYSTEM,LINUX, ACCEPTED"
6797,UI/UX DESIGNER,"PHOTOSHOP,SKETCH,FIGMA"
6798,DEVOPS," AWS,  DEVOPS, DOCKER,  KUBERNETES"
6799,.NET,"DOCKER,SQL,C#,REST,REDIS"
6800,C/C++," C#, C"
6801,TESTER,"QA QC, TESTER, AGILE"
6802,DATA,"ORACLE, LINUX, MYSQL, VMWARE"
6803,SECURITY,"LINUX,ENGLISH - GOOD,PENETRATION TEST,APPLICATION SECURITY"
6804,TECHNICAL MANAGER," PROJECT LEADER,  PROJECT MANAGER, NODEJS,  TECHNICAL MANAGER,  VUEJS"
6805,QA,"QA, SQL"
6806,MOBILE,"SWIFT,C#,PYTHON"
6807,SOFTWARE,"JAVA,.NET,PHP"
6808,BACKEND,"APACHE,KUBERNETES"
6809,BUSINESS ANALYST,"BUSINESS ANALYST,PROJECT MANAGER,ENGLISH"
6810,FRONTEND,"GRAPHQL,ANGULAR,NPM,CSS,HTML,VUEJS"
6811,.NET,"MVC, .NET, ASP.NET"
6812,SOFTWARE,"C++,GOLANG,JAVASCRIPT,PYTHON,RUBY"
6813,.NET,"ASP.NET,ANGULARJS,.NET"
6814,FULLSTACK,"REDIS,GITHUB,REACTJS,POSTGRESQL,GIT,TAILWIND"
6815,QA,"SQL,QA"
6816,UI/UX DESIGNER,"ILLUSTRATOR,  UI-UX, GAMES"
6817,MOBILE,"PYTHON,JAVA,REACT NATIVE,C#"
6818,FULLSTACK," PYTHON,  JAVA, C++"
6819,DEVOPS,"DEVOPS,DATABASE,SQL"
6820,SOLUTION ARCHITECT,"SPRING, JAVA, AWS"
6821,JAVA,"BACK-END, JAVA, HIBERNATE, JAVA EE, STRUTS, SPRING"
6822,FULLSTACK,"GIT,REACTJS,AWS,GITHUB,MONIT,LINUX"
6823,DATA,"GOLANG,POWER BI,SNOWFLAKE,PYTHON"
6824,SOFTWARE,"GOLANG,C++,JAVASCRIPT,R"
6826,SOFTWARE," VUEJS,  .NET, REACTJS"
6827,DATA," DATA ANALYST,  TEAM LEADER, DATABASE"
6828,SOFTWARE,".NET, C#"
6829,FULLSTACK,"JWT,AWS,TAILWIND,GIT,REDIS,MONIT"
6830,FULLSTACK," C#,  JAVA, PHP"
6831,DATA," PYTHON,  DATABASE, SQL"
6832,SOFTWARE," PHP,  C#, .NET"
6833,QC,"SELENIUM,APPIUM,MOBILE TESTER,WEB TESTER,AUTOMATION QC"
6834,FRONTEND,"NEXTJS,GRAPHQL,VUEJS,REACTJS,GITHUB"
6835,SOFTWARE,"RUBY,PYTHON,C++,JAVA,GOLANG,JAVASCRIPT"
6836,DATA,"PYTHON, DATABASE, SCALA"
6837,QA,"MANUAL, QA"
6838,UI/UX DESIGNER,"CSS,JAVASCRIPT,FIGMA,SKETCH,PHOTOSHOP"
6839,BLOCKCHAIN,"NODEJS, BLOCKCHAIN, SOLIDITY"
6840,MOBILE,"ANDROID,AGILE,IOS"
6841,FULLSTACK," PYTHON,  WORDPRESS, JAVASCRIPT"
6842,DATA ANALYST,"DATA ANALYST, SQL, ORACLE"
6843,TESTER,"C++,PYTHON,TESTER,EMBEDDED"
6844,BACKEND,"APACHE,GIT,NOSQL,CI/CD,KUBERNETES"
6845,NETWORK," SDN,  CCNA/ CCNP, VMWARE,  LAN,  WAN"
6846,.NET,"AZURE,DOCKER,ASP.NET,REDIS,GITLAB"
6847,FRONTEND,"NPM,REACTJS,VITE,JAVASCRIPT"
6848,BUSINESS ANALYST,"JAVASCRIPT,R,SQL,SAS,POWERSHELL"
6849,DEVOPS,"RUBY,BASH,C,JAVA,PERL,PUPPET"
6850,BACKEND,"ASP.NET, REACTJS, .NET"
6851,GAME,"GAMES,C#,UNITY, ACCEPTED"
6852,SOFTWARE ARCHITECT,"NODEJS, .NET, SOFTWARE ARCHITECT"
6853,SOFTWARE,"JAVASCRIPT, .NET, ENGLISH"
6854,FULLSTACK,"PYTHON,RUBY ON RAILS"
6855,SOFTWARE,"SQL,JAVA"
6856,JAVA,"JSON,KOTLIN,SCALA"
6857,MOBILE,"C#,RUST"
6858,GAME,"JAVA,C++,GOLANG,DART,C#,HTML5"
6859,PHP,"JAVASCRIPT,JQUERY,CSS,PHP"
6860,DATABASE ADMINISTRATOR," SQL,  DATABASE, MYSQL"
6861,SOFTWARE,"GOLANG,JAVASCRIPT,JAVA,C#,SQL"
6862,PROJECT MANAGER,"PROJECT MANAGER,SCRUM,PRODUCT MANAGER"
6863,.NET,"GIT,C#"
6864,SOFTWARE,"GOLANG,SQL"
6865,BACKEND," PYTHON, DJANGO"
6866,FULLSTACK,"HTML5,WORDPRESS,CSS"
6867,DEVOPS,"C,SQL,PYTHON,JAVA,PERL,POWERSHELL"
6868,DATA,"C++,PYTHON,MACHINE LEARNING,TENSORFLOW,PYTORCH"
6869,SOLUTION ARCHITECT,"JAVA,JAVASCRIPT,SOLUTION ARCHITECT"
6870,FRONTEND," ANDROID,  REACT NATIVE, IOS"
6871,GAME,"C++,GAMES,OOP"
6872,SOFTWARE,"GOLANG,SQL,JAVA,C#"
6873,TESTER,"PHP,C#,JAVASCRIPT,RUBY"
6874,DEVOPS,"CLOUD, DEVOPS"
6875,FULLSTACK,"MYSQL, AWS, GOLANG"
6876,BACKEND,"REACTJS, NODEJS, JAVASCRIPT"
6877,MOBILE,"IOS,KOTLIN,SWIFT"
6878,MOBILE,"DART,C++,SCALA,JAVA,PYTHON,C#"
6879,TESTER,"RUBY,JAVA,PHP"
6880,BACKEND,"PYTHON,BACK-END,SCALA,SOFTWARE"
6881,FULLSTACK,"JAVA,TYPESCRIPT,JAVASCRIPT"
6882,BUSINESS ANALYST,"BUSINESS ANALYST,QA QC,ENGLISH"
6883,DATA ANALYST," SQL,  DATA ANALYST, ENGLISH"
6884,DATA ANALYST,"PYTHON,JAVASCRIPT,GITHUB,SQL,POWER BI,SCALA"
6885,SOFTWARE,"SQL,RUBY,PYTHON,R,GOLANG,JAVA"
6886,SOFTWARE,"RUBY,C++,C#,JAVA"
6887,JAVA,"JAVA,J2EE,SQL"
6888,FULLSTACK,"REACTJS, POSTGRESQL, NODEJS"
6889,JAVA,"TEAM LEADER, SPRING, DATABASE"
6890,PYTHON,"PYTHON, JAVASCRIPT"
6891,SOFTWARE ARCHITECT,"SOFTWARE ARCHITECT, REACTJS, UI-UX"
6892,SOFTWARE,"C#,PYTHON,JAVA,RUBY,SQL"
6893,TESTER,"C#,JAVA,PHP,JAVASCRIPT"
6894,SOFTWARE,"SQL, ASP.NET, MVC"
6895,BACKEND,"JAVA,SPRING,POSTGRESQL"
6896,MOBILE,"TYPESCRIPT, REACT NATIVE, CSS"
6897,.NET,"C#,MICRO-SERVICES"
6898,BACKEND,"NODEJS, PYTHON, JAVA, BACK-END"
6899,FRONTEND,"JAVASCRIPT,NODEJS,GIT,3D MODELLING"
6900,.NET,"DATABASE, .NET, SQL"
6901,UI/UX DESIGNER,"PRODUCT MANAGER, UX/UI DESIGN"
6903,GAME,"UNITY3D, UNITY, GAME, UNITY2D"
6904,FULLSTACK,"GIT,MONIT,NODEJS"
6905,TESTER,"JAVA, TESTER, PYTHON"
6906,.NET," ASP.NET,  .NET, C#"
6907,JAVA,"JSON,CSS"
6908,BUSINESS ANALYST,"R,POWERSHELL,VBA,MONGODB,VISIO"
6909,BACKEND,"PYTHON,APACHE,CI/CD"
6910,JAVA,"APACHE,HTML,GROOVY,CSS,SQL"
6911,UI/UX DESIGNER,"PHOTOSHOP,CSS,JAVASCRIPT,ADOBE XD,FIGMA"
6912,.NET,"DOCKER,REST,C#,GITHUB,ASP.NET"
6913,FRONTEND,"REACTJS,ANGULAR,REACT NATIVE"
6914,GAME,"GAME DESIGN,UI DESIGN,3D MODELLING"
6915,DATA,"DATABASE,CLOUD,SQL"
6916,FULLSTACK,"ANGULAR, NODEJS, OOP, TYPESCRIPT"
6917,BACKEND,"RUST,KAFKA,KUBERNETES,PYTHON,PHP,GOLANG"
6918,DATABASE ADMINISTRATOR,"SQL, DATABASE, ORACLE"
6919,SOFTWARE," JAVASCRIPT,  C#, ASP.NET"
6920,C/C++," C++,  EMBEDDED, C LANGUAGE"
6921,DATA,"DATABASE, AWS, JAVA"
6922,DATA,"SQL,PYTHON,JAVA,POSTGRESQL"
6923,MOBILE,"REACT NATIVE,IOS,REACTJS"
6924,BACKEND," PYTHON,  RUBY, GOLANG"
6925,DEVOPS,"BASH,SQL,GOLANG,JAVASCRIPT,JAVA,PUPPET"
6926,SOFTWARE,"C#, C++, LINUX, C"
6927,ERP,"SAP, NODEJS, JAVA"
6928,.NET,"C#,GITHUB,MICRO-SERVICES,AZURE,ASP.NET,REDIS"
6929,JAVA,"JAVA,SPRING,SPRING BOOT"
6930,BUSINESS ANALYST,"BUSINESS ANALYST,ENGLISH,JAPANESE"
6931,MOBILE,"JAVA, KOTLIN, ANDROID"
6932,.NET,"REDIS,MICRO-SERVICES,ASP.NET,GIT,DOCKER"
6933,BACKEND," .NET,  GOLANG, MYSQL"
6934,UI/UX DESIGNER,"HTML,SKETCH,PHOTOSHOP,JAVASCRIPT,CSS"
6935,SOFTWARE,"C++,SQL,JAVASCRIPT"
